QueryName,WeeklySales_USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SourceData,SalesView_Updated2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Server,Abacus_Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,21.31.312.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config Mode,Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query Date,January 1st 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Query Time,4:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference,XXRP-SYSTEMEXTRACT-ADMIN-20200101-WEEKLYSALES_USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric,Store,Cat,Ref1,05/01/2021 00:00,12/01/2021 00:00,19/01/2021 00:00,26/01/2021 00:00,02/02/2021 00:00,09/02/2021 00:00,16/02/2021 00:00,23/02/2021 00:00,02/03/2021 00:00,09/03/2021 00:00,16/03/2021 00:00,23/03/2021 00:00,30/03/2021 00:00,06/04/2021 00:00,13/04/2021 00:00,20/04/2021 00:00,27/04/2021 00:00,04/05/2021 00:00,11/05/2021 00:00,18/05/2021 00:00,25/05/2021 00:00,01/06/2021 00:00,08/06/2021 00:00,15/06/2021 00:00,22/06/2021 00:00,29/06/2021 00:00,06/07/2021 00:00,13/07/2021 00:00,20/07/2021 00:00,27/07/2021 00:00,03/08/2021 00:00,10/08/2021 00:00,17/08/2021 00:00,24/08/2021 00:00,31/08/2021 00:00,07/09/2021 00:00,14/09/2021 00:00,21/09/2021 00:00,28/09/2021 00:00,05/10/2021 00:00,12/10/2021 00:00,19/10/2021 00:00,26/10/2021 00:00,02/11/2021 00:00,09/11/2021 00:00,16/11/2021 00:00,23/11/2021 00:00,30/11/2021 00:00,07/12/2021 00:00,14/12/2021 00:00,21/12/2021 00:00,28/12/2021 00:00
Sales,1,1,11XXRP,21665.76,37887.17,46845.87,19363.83,20327.61,21280.4,20334.23,20881.1,20398.09,23873.79,28762.37,50510.31,41512.39,20138.19,17235.15,15136.78,15741.6,16434.15,15883.52,14978.09,15682.81,15363.5,16148.87,15654.85,15766.6,15922.41,15295.55,14539.79,14689.24,14537.37,15277.27,17746.68,18535.48,17859.3,18337.68,20797.58,23077.55,23351.8,31579.9,39886.06,18689.54,19050.66,20911.25,25293.49,33305.92,45773.03,46788.75,23350.88,16567.69,16894.4,18365.1,18378.16
,1,2,12XXRP,46829.12,47595.35,49202.06,46165.25,53035.54,48465.72,45222.3,44293.54,46991.58,48501.79,44464.74,46544.56,43682.41,50139.92,44274.15,44302.11,45072.11,47844.27,46363.93,42939.63,42415.81,45247.74,44623.23,43260.96,45113.56,43191.02,49359.75,45341.92,46391.12,47659.93,49419.75,43315.85,42963.96,43390.94,46045.09,49880.69,43306.38,42487.67,41682.4,47313.62,44936.47,43997.78,44259.59,45928.14,49357.43,51137.42,65615.36,43539.94,44481.38,43353.09,43753.43,41556.23
,1,3,13XXRP,11012.52,11428.25,11724.98,10473.78,11039.12,10689.97,8148.69,9049.02,8734.19,10417.33,8212.97,8468.72,8653.62,10420.92,8732.46,7939.01,8120.7,8853.89,7508.71,7658.75,6165.73,8070.64,7366.5,11578.11,16069.5,21331.51,31248.98,32148.93,41603.11,49775.52,19604.47,12778.28,10412.88,9755.56,10434.83,9977.96,9870.22,10136.78,9421.2,9189.2,9959.64,10104.36,9317.56,10146.54,12955.55,13180.05,13667.88,8848.44,13926.04,13822.49,11702.08,10613.17
,1,4,14XXRP,35870.49,37373.33,36479.25,33677.18,37943.96,35229.12,34863.03,34813.12,34451.9,36514.43,33466.89,35132.7,34528.56,37827.69,33471.81,34137.41,36790.72,42508.02,35376.06,35523.17,35062.02,36451.71,39149.99,33930.8,34630.02,35555.5,39339.09,37449.94,39148.87,37495.2,36589.07,35105.96,34108.12,32655.07,32830.81,37397.63,35000.3,33954.55,34247.26,39354.84,36826.52,37656.58,46564.14,38489.63,38729.31,38266.47,47785.93,37371.22,40925.76,36582.36,33780.2,33613.91
,1,5,15XXRP,31280.62,36667.65,31092.62,23870.31,28902.37,23704.37,22685.69,18719.22,23598.55,22393.09,22719.82,21786.16,17503.28,16195.54,15587.78,15575.25,16613.98,16848.76,18648.73,17861.56,21695.24,19239.86,17989.45,18444.8,19331.53,17406.68,21183.42,21320.93,18643.51,15478.26,20432.91,19075.78,19386.23,20562.37,16385.37,30352.06,22917.89,32700.34,26391.79,31956.07,31002.65,27339.37,79340.15,32572.27,41782.13,43479.7,61483.82,34981.76,23105.81,19281.61,19298.42,21376.42
,1,6,16XXRP,3324.96,4542.8,4033.43,4203.87,3882.86,3928.8,2889.22,4508.3,3249.27,3340.31,3798.07,2995.07,4298.02,7213.53,4162.52,4640.76,5572.35,4021.54,3079.94,3004.81,3020.07,4047.92,3412.08,3154.33,3665.52,2839.92,2864.27,3124.83,3717.28,3296.22,3461.79,6147.43,3806.5,4718.28,3489.24,4733.74,4248.69,5111.85,6227.43,6223.03,3527.62,2640.98,18629.83,5240.63,6714.41,10022.4,18931.11,6629.6,3665.25,2460.92,2427.46,1649.4
,1,7,17XXRP,17239.86,21169.06,24549.68,23811.23,19607.4,20304.74,22751.59,19958,20144.71,21617.85,19955.07,24606.39,22934.42,19394,21344.39,18787.41,26736.85,38450.3,38569.49,31439.02,23791.78,23747.1,20691.6,14805.42,16002.3,16061.11,17388.43,14088.28,13413.8,12116.03,14564.8,13370.82,14948.27,14836.91,13908.4,12758.28,13900.54,24664.06,26827.51,24182.96,25942.35,21953.16,71151.34,33118.33,47751.41,69511.06,119302.15,38216.01,12377.76,9194.61,10189.61,11228.15
,1,8,18XXRP,39903.33,36011.09,35386.72,34195.37,36369.58,34415.39,33301.63,32558.92,35319.05,34442.29,32224.01,32832.06,32827.42,37360.03,34727.2,35631.59,35972.12,36767.22,36099.62,34338.33,34014.16,34063.23,35582.39,33336.29,34006.29,31981.72,35484.32,31061.21,32707.8,32668.5,34963.68,34246.67,35018.8,33157.11,34173.84,36759.96,34131.81,32631.25,34429.75,36959.48,34003.52,33169.55,33243.85,35886.92,38226.32,37149.3,41062.58,32419.78,36797,34033.89,35356.12,34644.25
,1,9,19XXRP,18799.82,16065.13,21941.18,24517.18,27078.81,27860.95,33823.26,37050.06,28388.25,27560.77,28475.86,28657.31,23567.09,23957.45,23424.18,23918.77,26204.22,30796.28,27241.97,23176.62,24385.11,23809.04,24644.78,17344.99,16973.16,18244.55,21425.32,18708.23,18244.5,21140.44,38656.8,35450.71,27333.83,30988.32,44042.93,41729.36,32636.66,31062.86,34679.39,50675.72,37670.13,28932.57,42228.79,23042.52,27724.56,31948.63,45445.25,27192.39,20705.21,15416.12,13332.75,14728.57
,1,10,110XXRP,33036.92,35673.56,34655.18,33148.39,36246.52,31563.06,33739.79,42875.11,30863.93,32563.54,32040.83,34446.35,28188.01,28902.6,28848.69,28586.42,30235.6,35960.03,31578.41,31612.86,29831.79,29583.91,31714.81,28299.95,29459.23,30521.96,32548.48,31383.62,28909.06,30630.65,30606.87,31416.52,32147.59,27300.29,31036.88,31083.31,30888.69,28827.99,28349.42,31588.66,32346.54,28013.63,30877.51,32006.18,31747.07,30816.81,30434.19,26147.46,29927.33,23995.69,25331.83,23650.22
,1,11,111XXRP,24741.6,17711.78,18671.75,19421.42,20777.31,18717.53,21683.76,26730.15,22642.55,24591.84,25526.24,25703.25,24975.38,23607.73,25332.93,19511.5,27201.64,38594.85,41413.29,35902.81,35028.61,33808.27,31642.79,37603.73,33734.44,31884.24,33020.31,23696.66,18661.68,19767.53,20626.08,20208.4,19000.25,17228.02,18094.24,21646.32,19513.63,22029.81,20051.11,27469.93,23541.72,21412.74,28315.7,33129.25,38807.31,27918.08,31435.36,24030.39,25666.34,24493.4,20707.62,17860.35
,1,12,112XXRP,8254.27,7642.11,11484.78,10804.61,12618.52,11762.08,15560.17,12222.77,11871.94,12543.92,12822.2,13447.09,9874.94,11747.79,12272.92,14387.22,11961.81,13346.63,12643.1,10327.88,10438.17,11414.72,12384.1,10046,11455.24,11641.86,10145.97,11581.03,10094.04,8594.52,10325.4,10927.54,10392.19,9501.54,7457.24,11240.29,12223.55,11380.28,10418.23,9964.78,10216.64,9872.05,7816.44,7587.6,8014.5,7784.82,8311.17,7699,7634.97,8111.01,9296.13,8229.77
,1,13,113XXRP,38065.42,36883.13,37604.79,37838.4,42277.37,37577.97,36930.48,36745.46,37630.13,38076.86,35263.45,35464.71,34311.69,40581.52,35378.71,35816.48,36203.13,39884.82,38080.39,39020.06,37316.12,37414.14,38193.09,36966.32,37990.15,34910.1,42542.66,37593.97,38533.7,38727.3,42713.81,38045.63,38382.65,37645.66,37928.28,41151.28,37531.43,38272.21,37117.02,41907.62,37255.89,37077.82,38625.48,37507.93,36404.7,32782.17,36950.91,32871.95,41411.4,38000.25,37433.66,34312.26
,1,14,114XXRP,14051.43,15647.59,17304.81,15411.12,17281.12,14490.48,14287.28,14006.9,13136.1,14454.19,12151.4,12478.19,13429.28,15820.88,15385.02,13166.43,12746.66,13056.1,11795.34,12884.03,13580.61,13459.55,11578.97,11404.37,11681.04,9918.05,13330.04,12652.58,11724.24,14364.42,12708.18,13550.53,13166.76,11558.22,14027.83,12766.52,13440.89,12476.8,13031.03,13634.48,14903.78,17803.49,39773.89,18110.97,23852.42,28845.68,46096.24,25846.86,14585.64,14311.83,12695.7,12684.05
,1,16,116XXRP,7875.98,9715.66,14819.04,23253.54,28635.06,27388.55,42549.38,48217.85,42679.11,49433.2,48643.77,48934.3,40280.3,37972.19,40944.33,35861.13,38914.76,44919.99,38098.97,38282.75,31362.66,33435.46,32379.77,25134.4,20795.03,19681.62,21143.58,17998.16,15998.18,11671.46,15288.9,17838.29,13499.43,10893.91,11831.25,14309.01,10030.59,10366.98,7616.55,6560.94,5913.03,4643.82,8400.69,5715.31,5024.36,4613.92,6233.78,5052.77,6258.08,5894.86,6400.8,6108.82
,1,17,117XXRP,9741.2,11068.7,12612.94,11949.83,12994.45,9728.55,10143.22,9004.62,9742.29,8618.59,7921.95,9084.67,7795.43,10121.32,9975.24,7894.76,6937.06,5913.51,9670.75,10592.73,6301.63,7424.91,8444.58,7205.38,7826.08,7500.48,8100.38,8893.77,7974.09,9138.11,7577.4,8209.44,7208.1,7063.24,7348.08,8149.44,8241.42,7547.77,7407.41,7760.73,7316.53,9558.5,12329.5,9490.05,10484.57,11642.24,18463.27,10619.45,8086.43,9454.17,7968.85,7237.41
,1,18,118XXRP,3809.75,14587.89,22185.08,957.7,2.75,3.1,296.03,701.98,1550.18,2133.87,4304,13367.64,7988.42,682.48,227.24,1.8,0.35,NA,1,2,NA,0.5,NA,0.3,NA,NA,NA,NA,NA,4.97,83.64,149.24,868.86,2540.81,3279.04,4959.46,5758.87,7304.78,16545.45,14133.85,10170.41,14159.67,30543.19,47731.67,41114.36,33932.27,22602.34,21444.65,7018.32,1700.85,1468.65,1842.47
,1,19,119XXRP,1273.02,1344.92,1475.75,1977.45,1499.48,1572.3,1493.99,1233.35,1105.65,1875.03,953.55,1362.85,1179.32,1217.44,1018.54,1345.43,1229.72,869.89,918.08,489.9,624.38,750.76,624.94,1039.1,689.39,1327.67,898.44,876.41,849.58,698.48,880.55,990.6,1071.02,992.99,1003,984,1286.47,911.38,1061.44,821.45,932.24,793.08,831.4,1414.06,1749.04,1381.01,1904.53,878.8,607.22,758.08,714.21,720.98
,1,20,120XXRP,3408.23,3232.53,4092.92,4184.4,4237.4,4287.05,4034.08,3804.36,3649.35,3195.42,2767.75,3570.88,2804.09,3777.83,3811.95,3919.78,5110.62,5376.07,4933.74,4492.41,3696.8,5342.26,4786.95,3834.98,4339.86,3953.8,4499.02,4242.47,4403.03,4612.13,4333.53,3991.02,3427.12,3571.86,3560.89,3135,3516.39,2638.07,3180.74,3180.12,3114.01,2690.25,5425,3117.17,2944.45,3619.16,5524.27,4009.01,3246.33,4485.95,3937.59,3364.8
,1,21,121XXRP,7331.93,8058.65,8478.51,7274.81,8488.15,7731.5,7263.97,6303.72,7161.88,7486.59,7167.39,7503.26,7443.54,8099.62,7135.34,5898.29,6857.5,7490.16,7100.54,6261.02,7662.72,6546.71,6943.22,7118.71,7550.92,7825.99,8404.28,7662.32,7619.8,7739.79,8384.67,8021.04,8792.26,7764.04,8104,9020.44,7774.11,8113.95,8346.1,8784.77,8742.41,7820.46,10158.02,7854.17,9686.83,10855.44,13551.98,7329.41,7154.5,7090.86,7062.96,6843.13
,1,22,122XXRP,12670.48,10871.95,13106.62,9172.57,11331.35,9212.41,8456.15,8375.58,7319.02,6478.82,7416.29,6458.74,5759.63,7019.7,5839.53,5595.39,6510.11,6345.16,5776.12,7918.89,5829.38,6407.25,6244.32,5623.44,6115.76,7517.85,7073.87,8233.21,6672.27,8073.21,7166.39,9716.37,7526.42,7295.83,5153.35,7980.63,7688.46,7727.26,6866.34,8835.52,6596.53,7206.64,20555.07,7882.59,10035.25,9596.7,16590.12,10671.89,8998.71,8429.49,6176.87,5593.64
,1,23,123XXRP,24429.4,22686.25,23901.98,19336.18,21611.57,21167.35,19134.28,22776.24,20704.87,19942.92,20292.45,19716.05,19226.08,19922.66,21917.77,17367.03,21275.42,22916.25,21231.14,21482.19,25480.66,19484.78,19567.15,18171.24,17140.02,17790.7,20923.11,21142.51,23568.53,24851.96,18827.59,16403.15,13053.74,15044,16135.85,18327.16,17951.52,20272.49,19970.49,23869.96,21318.68,19124.1,31848.99,24682.22,33303.15,32907.32,51911.82,23757.52,17203.25,15395.96,13738.46,13690.78
,1,24,124XXRP,9819.74,7695.45,7250.89,5887.9,5691.44,5391.08,4117.8,5520.2,5356.2,5130.31,4581.3,5903.09,4639.8,3929.07,4007.6,3615.99,3529.22,3864.18,3930.71,3181.97,3249.59,4108.54,3217.71,2646.13,3557.17,4437.73,8729.88,7863.47,14288.65,13670.95,4629.39,4212.08,3840.96,2854.73,2957.53,4446.16,3461.67,7007.77,7173.54,6207.98,6053.49,4818.2,10847.14,6760.41,9842.25,11274.48,12694.74,4818.81,4539.89,3087.45,3119.12,3534.93
